label,place,extract,url,size,image,sortkey,views,latitude,longitude
Karel Jaromír Erben,Miletín,"<p><b>Karel Jaromír Erben</b> byl český historik, právník, archivář, spisovatel, básník, překladatel a sběratel českých lidových písní a pohádek; představitel literárního romantismu. Patřil mezi významné osobnosti českého národního obrození.</p>",https://cs.wikipedia.org/wiki/Karel_Jarom%C3%ADr_Erben,3,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Jan_Vil%C3%ADmek_-_Karel_Jarom%C3%ADr_Erben.jpg/231px-Jan_Vil%C3%ADmek_-_Karel_Jarom%C3%ADr_Erben.jpg,21,9750.5,50.40386199,15.68234745
Jan Werich,Filozofická fakulta UK,"<p><b>Jan Werich</b>, plným jménem <i>Jan Křtitel František Serafínský Werich</i> byl český filmový a divadelní herec, dramatik a filmový scenárista, v autorské trojici s Jiřím Voskovcem a Jaroslavem Ježkem představitel meziválečné divadelní avantgardy a posléze i poválečné české divadelní kultury, spisovatel. Proslavil se mezi válkami jako jedna z klíčových osobností avantgardního Osvobozeného divadla. Druhou světovou válku jako antifašista strávil v emigraci. Po válce se vrátil do Československa, kde nakonec získal titul národní umělec.</p>",https://cs.wikipedia.org/wiki/Jan_Werich,3,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Voskovec_a_Werich.jpg/320px-Voskovec_a_Werich.jpg,22,9406.5,50.08888889,14.41583333
Zdeněk Svěrák,Pedagogická fakulta Univerzity Karlovy,"<p><b>Zdeněk Svěrák</b> je český dramatik, scenárista, herec, autor písňových textů a spisovatel. Po studiu na gymnáziu a Vysoké škole pedagogické, kterou dokončil roku 1958, odešel společně se svou budoucí manželkou učit do severozápadních Čech, nejprve do Měcholup a poté do Žatce. Po čtyřech letech ale pedagogickou dráhu opustil a začal pracovat v Československém rozhlase. Zde se stal jedním z autorů rozhlasového pořadu <i>Nealkoholická vinárna U Pavouka</i>, v němž vznikla postava nedoceněného českého velikána Járy Cimrmana. V rozhlase také poznal hudebníka Jaroslava Uhlíře, s nímž od té doby spolupracuje.</p>",https://cs.wikipedia.org/wiki/Zden%C4%9Bk_Sv%C4%9Br%C3%A1k,3,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Zden%C4%9Bk_Sv%C4%9Br%C3%A1k_%282019%29.jpg/256px-Zden%C4%9Bk_Sv%C4%9Br%C3%A1k_%282019%29.jpg,23,9250.5,50.1848093,14.6641728
Karel Hynek Mácha,Újezd (Malá Strana),"<p><b>Karel Hynek Mácha</b> byl český básník a prozaik, představitel českého romantismu a zakladatel moderní české poezie. Proslavil se dílem, jemuž dominuje lyrickoepická skladba <i>Máj</i> (1836), jedna z nejvydávanějších českých knih.</p>",https://cs.wikipedia.org/wiki/Karel_Hynek_M%C3%A1cha,3,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Jan_Vil%C3%ADmek_-_Karel_Hynek_M%C3%A1cha.jpg/222px-Jan_Vil%C3%ADmek_-_Karel_Hynek_M%C3%A1cha.jpg,24,8792.5,50.082765,14.404466
Edvard Beneš,Institut d'études politiques de Paris,"<p><b>Edvard Beneš</b> byl československý politik a státník, druhý československý prezident v letech 1935–1948, resp. v letech 1935–1938 a 1945–1948. V období tzv. Druhé republiky a následné německé okupace do května 1945 žil a politicky působil v exilu. Od roku 1940 až do osvobození Československa byl mezinárodně uznaným vrcholným představitelem československého odboje, a posléze i exilovým prezidentem republiky. Úřadujícím československým prezidentem byl opět v letech 1945–1948.</p>",https://cs.wikipedia.org/wiki/Edvard_Bene%C5%A1,3,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Edvard_Bene%C5%A1.jpg/250px-Edvard_Bene%C5%A1.jpg,25,8702,48.85416667,2.32833333
Edvard Beneš,Kožlany,"<p><b>Edvard Beneš</b> byl československý politik a státník, druhý československý prezident v letech 1935–1948, resp. v letech 1935–1938 a 1945–1948. V období tzv. Druhé republiky a následné německé okupace do května 1945 žil a politicky působil v exilu. Od roku 1940 až do osvobození Československa byl mezinárodně uznaným vrcholným představitelem československého odboje, a posléze i exilovým prezidentem republiky. Úřadujícím československým prezidentem byl opět v letech 1945–1948.</p>",https://cs.wikipedia.org/wiki/Edvard_Bene%C5%A1,3,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Edvard_Bene%C5%A1.jpg/250px-Edvard_Bene%C5%A1.jpg,26,8702,49.99398808,13.5411326
Edvard Beneš,Sorbonne,"<p><b>Edvard Beneš</b> byl československý politik a státník, druhý československý prezident v letech 1935–1948, resp. v letech 1935–1938 a 1945–1948. V období tzv. Druhé republiky a následné německé okupace do května 1945 žil a politicky působil v exilu. Od roku 1940 až do osvobození Československa byl mezinárodně uznaným vrcholným představitelem československého odboje, a posléze i exilovým prezidentem republiky. Úřadujícím československým prezidentem byl opět v letech 1945–1948.</p>",https://cs.wikipedia.org/wiki/Edvard_Bene%C5%A1,3,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Edvard_Bene%C5%A1.jpg/250px-Edvard_Bene%C5%A1.jpg,27,8702,48.8486,2.34333
Edvard Beneš,Université de Dijon,"<p><b>Edvard Beneš</b> byl československý politik a státník, druhý československý prezident v letech 1935–1948, resp. v letech 1935–1938 a 1945–1948. V období tzv. Druhé republiky a následné německé okupace do května 1945 žil a politicky působil v exilu. Od roku 1940 až do osvobození Československa byl mezinárodně uznaným vrcholným představitelem československého odboje, a posléze i exilovým prezidentem republiky. Úřadujícím československým prezidentem byl opět v letech 1945–1948.</p>",https://cs.wikipedia.org/wiki/Edvard_Bene%C5%A1,3,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Edvard_Bene%C5%A1.jpg/250px-Edvard_Bene%C5%A1.jpg,28,8702,47.3125,5.07083
Karel Havlíček Borovský,Borová,"<p><b>Karel Havlíček Borovský</b>, pseudonymem <b>Havel</b>, vlastním jménem <b>Karel Havlíček</b>, byl český básník, novinář a politik. Je považován za zakladatele české žurnalistiky, satiry a literární kritiky. Literárně bývá řazen do realismu, politicky pak patří k druhé generaci národních buditelů. Přídomek „Borovský“, kterým často podepisoval své články, je odvozen od jeho místa narození (Borová).</p>",https://cs.wikipedia.org/wiki/Karel_Havl%C3%AD%C4%8Dek_Borovsk%C3%BD,3,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Jan_Vil%C3%ADmek_-_Karel_Havl%C3%AD%C4%8Dek_Borovsk%C3%BD.jpg/257px-Jan_Vil%C3%ADmek_-_Karel_Havl%C3%AD%C4%8Dek_Borovsk%C3%BD.jpg,29,8418.5,49.63582801,15.78160868
Marek Lambora,Ústí nad Labem,"<p><b>Marek Lambora</b> je český divadelní, televizní a filmový herec.</p>",https://cs.wikipedia.org/wiki/Marek_Lambora,3,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Lambora.png/142px-Lambora.png,30,8011,50.65916667,14.04166667
Jaroslav Seifert,Žižkov,"<p><b>Jaroslav Seifert</b> byl český básník, spisovatel, novinář a překladatel. Patřil mezi členy hnutí Devětsil, stál na počátku českého uměleckého směru poetismu. Je jediným českým nositelem Nobelovy ceny za literaturu, kterou získal za „poezii, která svěží smyslovostí a mimořádnou vynalézavostí podává osvobozující obraz lidské nezdolnosti a mnohotvárnosti“. Navzdory komplikovaným vztahům s komunistickou mocí obdržel titul národního umělce. Patřil k prvním signatářům Charty 77.</p>",https://cs.wikipedia.org/wiki/Jaroslav_Seifert,3,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Jaroslav_Seifert_1981_foto_Hana_Hamplov%C3%A1.jpg/320px-Jaroslav_Seifert_1981_foto_Hana_Hamplov%C3%A1.jpg,31,7903.5,50.0872,14.4628
Přemysl Otakar II.,Městec Králové,"<p><b>Přemysl Otakar II.</b>, řečený <b>král železný a zlatý</b>, byl pátý český král, moravský markrabě, rakouský vévoda, štýrský vévoda, korutanský vévoda a kraňský markrabě z rodu Přemyslovců. Narodil se jako syn českého krále Václava I. a jeho manželky Kunhuty Štaufské.</p>",https://cs.wikipedia.org/wiki/P%C5%99emysl_Otakar_II.,3,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Pecet1270_76PO2.jpg/320px-Pecet1270_76PO2.jpg,32,7854.5,50.20723565,15.29765721
Jana Maláčová,Goethe-Universität Frankfurt,"<p><b>Jana Maláčová</b> je česká úřednice a politička, od července 2018 ministryně práce a sociálních věcí ČR ve druhé Babišově vládě, od března 2019 místopředsedkyně ČSSD.</p>",https://cs.wikipedia.org/wiki/Jana_Mal%C3%A1%C4%8Dov%C3%A1,3,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Malacova_2019.jpg/240px-Malacova_2019.jpg,33,7851.5,50.11944444,8.65138889
Jana Maláčová,London School of Economics,"<p><b>Jana Maláčová</b> je česká úřednice a politička, od července 2018 ministryně práce a sociálních věcí ČR ve druhé Babišově vládě, od března 2019 místopředsedkyně ČSSD.</p>",https://cs.wikipedia.org/wiki/Jana_Mal%C3%A1%C4%8Dov%C3%A1,3,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Malacova_2019.jpg/240px-Malacova_2019.jpg,34,7851.5,51.51388889,-0.11666667
Jana Maláčová,Uherské Hradiště,"<p><b>Jana Maláčová</b> je česká úřednice a politička, od července 2018 ministryně práce a sociálních věcí ČR ve druhé Babišově vládě, od března 2019 místopředsedkyně ČSSD.</p>",https://cs.wikipedia.org/wiki/Jana_Mal%C3%A1%C4%8Dov%C3%A1,3,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Malacova_2019.jpg/240px-Malacova_2019.jpg,35,7851.5,49.06975755,17.45969135
Milada Horáková,Sněmovní,"<p><b>Milada Horáková</b>, rozená <b>Králová</b>, byla česká právnička, politička, národní demokratická socialistka a feministka. Po komunistickém převratu v únoru 1948 se stala nežádoucí osobou a o dva roky později obětí justiční vraždy v důsledku jednoho z nejznámějších politických procesů v komunistickém Československu, ve kterém byla odsouzena za spiknutí proti republice. Byla jedinou ženou popravenou v rámci těchto soudních řízení.</p>",https://cs.wikipedia.org/wiki/Milada_Hor%C3%A1kov%C3%A1,3,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Milada_Hor%C3%A1kov%C3%A1_%28identifika%C4%8Dn%C3%AD_fotografie%29.jpg/232px-Milada_Hor%C3%A1kov%C3%A1_%28identifika%C4%8Dn%C3%AD_fotografie%29.jpg,36,7806,50.0901,14.404102
Jan Žižka,Památník Jana Žižky z Trocnova,"<p><b>Jan Žižka z Trocnova a Kalicha</b> byl český husitský vojevůdce, pokládaný za otce husitské vojenské doktríny, a autora či prvního uživatele defenzivní bojové techniky, tzv. vozové hradby. Historicky je podrobněji zmapováno pouze šest posledních let jeho života, zprávy o Žižkových předchozích osudech jsou nedostatečné, vycházet lze pouze z kusých zmínek v několika náhodou zachovalých listinách. Proto se ani odborníci nemohou shodnout, a v biografických pracích, věnovaných táborskému hejtmanovi, zastávají často i vzájemně protichůdné názory.</p>",https://cs.wikipedia.org/wiki/Jan_%C5%BDi%C5%BEka,3,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Jensky_kodex_Zizka.jpg/222px-Jensky_kodex_Zizka.jpg,37,7719.5,48.89416667,14.60666667
Jan Kraus,Česká televize,"<p><b>Jan Vladimír Kraus</b> je český herec, moderátor, publicista, dramatik a režisér. Moderoval populární pořad <i>Uvolněte se, prosím</i> v České televizi, jehož obdobu pod názvem <i>Show Jana Krause</i> uvádí na Prima TV.</p>",https://cs.wikipedia.org/wiki/Jan_Kraus,3,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Jan_Kraus.JPG/213px-Jan_Kraus.JPG,38,7602.5,50.05,14.4262
Václav IV.,Královská obora,"<p><b>Václav IV.</b> byl syn císaře Karla IV. Lucemburského a jeho třetí manželky Anny Svídnické, český král (1378–1419), v letech 1376 až 1400 též římský král.</p>",https://cs.wikipedia.org/wiki/V%C3%A1clav_IV.,3,https://upload.wikimedia.org/wikipedia/commons/3/3a/VaclavIV.jpg,39,7280.5,50.106389,14.419444
Václav IV.,Nürnberg,"<p><b>Václav IV.</b> byl syn císaře Karla IV. Lucemburského a jeho třetí manželky Anny Svídnické, český král (1378–1419), v letech 1376 až 1400 též římský král.</p>",https://cs.wikipedia.org/wiki/V%C3%A1clav_IV.,3,https://upload.wikimedia.org/wikipedia/commons/3/3a/VaclavIV.jpg,40,7280.5,49.45277778,11.07777778
Zikmund Lucemburský,Nürnberg,"<p><b>Zikmund Lucemburský</b> byl syn Karla IV. a jeho čtvrté manželky Alžběty Pomořanské, braniborský markrabě, uherský král, římský král, slezský vévoda a lužický markrabě, moravský markrabě (1419–1423), český král, lombardský král a římský císař.</p>",https://cs.wikipedia.org/wiki/Zikmund_Lucembursk%C3%BD,3,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Kunsthistorisches_Museum_Emperor_Sigismund_23062013_1.jpg/213px-Kunsthistorisches_Museum_Emperor_Sigismund_23062013_1.jpg,41,7226,49.453022484169686,11.077467920534659
Václav Klaus,Cornell,"<p><b>Václav Klaus</b> je český ekonom a politik, spoluzakladatel Občanské demokratické strany a mezi roky 1991–2002 její první předseda. V letech 1992–1998 působil jako předseda vlády svého prvního a druhého kabinetu. Poté se na čtyřleté období stal předsedou dolní komory parlamentu a v letech 2003–2013 zastával úřad prezidenta České republiky.</p>",https://cs.wikipedia.org/wiki/V%C3%A1clav_Klaus,3,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/V%C3%A1clav_Klaus_Praha_2015_%282%29_%28cropped%29.JPG/220px-V%C3%A1clav_Klaus_Praha_2015_%282%29_%28cropped%29.JPG,42,7183.5,42.44722222,-76.48305556
Václav Klaus,VŠE,"<p><b>Václav Klaus</b> je český ekonom a politik, spoluzakladatel Občanské demokratické strany a mezi roky 1991–2002 její první předseda. V letech 1992–1998 působil jako předseda vlády svého prvního a druhého kabinetu. Poté se na čtyřleté období stal předsedou dolní komory parlamentu a v letech 2003–2013 zastával úřad prezidenta České republiky.</p>",https://cs.wikipedia.org/wiki/V%C3%A1clav_Klaus,3,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/V%C3%A1clav_Klaus_Praha_2015_%282%29_%28cropped%29.JPG/220px-V%C3%A1clav_Klaus_Praha_2015_%282%29_%28cropped%29.JPG,43,7183.5,50.08425,14.44125
Franz Kafka,Staré Město,"<p><b>Franz Kafka</b> ; židovským jménem <i>Amšel</i> (אנשיל), byl pražský německy píšící spisovatel. Je považován za jednoho z literárně nejvlivnějších spisovatelů 20. století, byl členem <i>Pražského kruhu</i>. Napsal tři romány <i>Amerika</i>, <i>Proces</i>, <i>Zámek</i> a řadu povídek a novel. Podle něj vzniklo přídavné jméno kafkovský, jež existuje také v mnoha dalších světových jazycích a je typické pro situace obsažené v kafkových románech.</p>",https://cs.wikipedia.org/wiki/Franz_Kafka,3,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Kafka.jpg/262px-Kafka.jpg,44,7167,50.087222,14.42
Bohumil Hrabal,Brno-Židenice,"<p><b>Bohumil Hrabal</b>, rozený <b>Bohumil František Kilian</b>, byl český prozaik, jeden z nejvýznamnějších a nejosobitějších spisovatelů druhé poloviny 20. století. Stal se po Jaroslavu Haškovi, jehož Osudy dobrého vojáka Švejka za světové války byly přeloženy do 58 <span class=""external text"">jazyků</span> a Karlu Čapkovi, jehož díla byla přeložena taktéž do mnoha jazyků, například jeho drama R.U.R. bylo přeloženo do více než 30 jazyků, třetím nejpřekládanějším českým autorem 20. století. Stálý host a důležitý člen hospody U Zlatého tygra a jeho tzv. Hrabalovy Sorbonny, čestný prezident hospodské přístolní společnosti zvané Zlatá Praha.</p>",https://cs.wikipedia.org/wiki/Bohumil_Hrabal,3,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Bohumil_Hrabal_1988_%C4%8Desk%C3%BD_spisovatel_foto_Hana_Hamplov%C3%A1.jpg/271px-Bohumil_Hrabal_1988_%C4%8Desk%C3%BD_spisovatel_foto_Hana_Hamplov%C3%A1.jpg,45,7103.5,49.19611111,16.6475
Rudolf II.,Wien,"<p><b>Rudolf II. Habsburský</b> byl římský císař, uherský, český, chorvatský král a rakouský arcivévoda z dynastie habsburské.</p>",https://cs.wikipedia.org/wiki/Rudolf_II.,3,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/AACHEN%2C_Hans_von_-_Portrait_of_Emperor_Rudolf_II_-_WGA.jpg/253px-AACHEN%2C_Hans_von_-_Portrait_of_Emperor_Rudolf_II_-_WGA.jpg,46,6964,48.208289368700626,16.37348671889746
Jan Neruda,Malá Strana,"<p><b>Jan Neruda</b> byl český básník, prozaik, novinář, dramatik, literární a divadelní kritik, vůdčí osobnost generace májovců.</p>",https://cs.wikipedia.org/wiki/Jan_Neruda,3,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Jan_Neruda.jpg/241px-Jan_Neruda.jpg,47,6879.5,50.088333,14.404167
Rudolf Hrušínský,Nová Včelnice,"<p><b>Rudolf Hrušínský</b> starší byl český herec. Kromě toho působil jako divadelní a filmový režisér, je rovněž autorem jedné detektivní divadelní hry <i>První případ</i> z roku 1944, počátkem 90. let krátce zasedal jako poslanec Sněmovny lidu Federálního shromáždění.</p>",https://cs.wikipedia.org/wiki/Rudolf_Hru%C5%A1%C3%ADnsk%C3%BD,3,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Rudolf_Hru%C5%A1%C3%ADnsk%C3%BD_mlad%C5%A1%C3%AD_%281920-1994%29.jpg/241px-Rudolf_Hru%C5%A1%C3%ADnsk%C3%BD_mlad%C5%A1%C3%AD_%281920-1994%29.jpg,48,6859,49.23941326,15.07262447
Klement Gottwald,Heroltice,"<p><b>Klement Gottwald</b> byl československý komunistický politik, jenž byl od roku 1929 poslancem Národního shromáždění, po druhé světové válce vykonával nejdříve funkci premiéra ve své první a druhé vládě. Čtyři měsíce po převzetí moci komunisty v roce 1948 byl zvolen prezidentem Československa. Byl přímo odpovědný za smrt mnoha desítek svých odpůrců i nevinných lidí.</p>",https://cs.wikipedia.org/wiki/Klement_Gottwald,3,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Bundesarchiv_Bild_183-R90009%2C_Budapest%2C_II._Weltfestspiele%2C_Festumzug%2C_tschechische_Delegation_%28cropped_KG%29.jpg/249px-Bundesarchiv_Bild_183-R90009%2C_Budapest%2C_II._Weltfestspiele%2C_Festumzug%2C_tschechische_Delegation_%28cropped_KG%29.jpg,49,6769,49.2856,17.0572
Gustáv Husák,"Dúbravka, Bratislava","<p><b>Gustáv Husák</b> byl československý politik slovenského původu, vysoký představitel vládnoucí Komunistické strany Československa a v letech 1975–1989 osmý prezident Československa.</p>",https://cs.wikipedia.org/wiki/Gust%C3%A1v_Hus%C3%A1k,3,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Gust%C3%A1v_Hus%C3%A1k_-_o%C5%99%C3%ADznuto.JPG/245px-Gust%C3%A1v_Hus%C3%A1k_-_o%C5%99%C3%ADznuto.JPG,50,6632.5,48.18666667,17.03722222
Petr Kellner,Česká Lípa,"<p><b>Petr Kellner</b> je český podnikatel, majoritní vlastník (98,93 %) v Nizozemsku registrované holdingové společnosti PPF Group N.V. V letech 2007 až 2013 byl také členem správní rady italské finanční skupiny Assicurazioni Generali, která společně s PPF tvořila mezinárodní pojišťovací holding, jenž vlastní mj. Českou pojišťovnu. Je nejbohatším občanem České republiky. Americký časopis Forbes odhadl Kellnerův majetek ke dni 1. července 2019 na 15,5 miliardy dolarů a v žebříčku světových miliardářů ho zařadil na 73. místo, podle agentury Bloomberg byl však na 78. místě. Ke dni 10. srpna 2016 odhadl časopis Forbes Kellnerův majetek na 11,4 miliardy dolarů a zařadil jej na 102. místo v žebříčku nejbohatších lidí světa. V roce 2018 obsadil Petr Kellner v žebříčku nejbohatších lidí světa magazínu Forbes 88. místo s odhadovaným majetkem ve výši 15,5 miliardy dolarů.</p>",https://cs.wikipedia.org/wiki/Petr_Kellner,3,NA,51,6487,50.68558429,14.5377471
Jiří z Poděbrad,Poděbrady,"<p><b>Jiří z Kunštátu a Poděbrad</b>, vlastním jménem <b>Jiřík z Kunštátu a Poděbrad</b>, byl od roku 1458 po zvolení českou šlechtou až do smrti roku 1471 český král. Měl přezdívku <b>„husitský král“</b>. Stal se jediným českým panovníkem, který nepocházel z panovnické dynastie, ale z panského stavu domácí šlechty. Po něm vládli již pouze králové z cizích dynastií.</p>",https://cs.wikipedia.org/wiki/Ji%C5%99%C3%AD_z_Pod%C4%9Bbrad,3,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Jan_Vil%C3%ADmek_-_Ji%C5%99%C3%AD_z_Pod%C4%9Bbrad_a_z_Kun%C5%A1t%C3%A1tu.jpg/262px-Jan_Vil%C3%ADmek_-_Ji%C5%99%C3%AD_z_Pod%C4%9Bbrad_a_z_Kun%C5%A1t%C3%A1tu.jpg,52,6424.5,50.14247781,15.11888478
Yzomandias,Karlovy Vary,"<p><b>Yzomandias,</b> vlastním jménem <b>Jakub Vlček</b> je český rapper a jeden ze zakladatelů nahrávací společnosti Milion+ Entertainment, v níž současně také působí. 
</p>",https://cs.wikipedia.org/wiki/Yzomandias,3,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Yzomandias.png/255px-Yzomandias.png,53,6344,50.23055556,12.8725
Přemysl Otakar I.,Katedrála svatého Víta,"<p><b>Přemysl Otakar I.</b> byl český kníže a třetí český král (1198–1230) z rodu Přemyslovců, první český král, kterému se podařilo dědičně zajistit královský titul i pro své potomky.</p>",https://cs.wikipedia.org/wiki/P%C5%99emysl_Otakar_I.,2,https://upload.wikimedia.org/wikipedia/commons/c/cd/PremyslOtakarI_Parleruvnahrobek.jpg,54,6274,50.0909,14.4006
Ludvík Svoboda,Hroznatín,"<p><b>Ludvík Svoboda</b>, KCB byl československý účastník 1. a 2. odboje, politik a v letech 1968–1975 sedmý prezident Československa.</p>",https://cs.wikipedia.org/wiki/Ludv%C3%ADk_Svoboda,2,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Ludv%C3%ADk_Svoboda_%28Author_-_Stanislav_Tereba%29.JPG/284px-Ludv%C3%ADk_Svoboda_%28Author_-_Stanislav_Tereba%29.JPG,55,6140,49.29778221,15.90829077
Radovan Krejčíř,Černošice (vila),"<p><b>Radovan Krejčíř</b> je český podnikatel odsouzený za trestnou činnost, známý svým útěkem policii. Od roku 2015 si v Jihoafrické republice odpykává 35letý trest odnětí svobody za různé trestné činy.</p>",https://cs.wikipedia.org/wiki/Radovan_Krej%C4%8D%C3%AD%C5%99,2,NA,56,6098.5,49.96015862,14.31985849
Radovan Krejčíř,Dolní Žukov,"<p><b>Radovan Krejčíř</b> je český podnikatel odsouzený za trestnou činnost, známý svým útěkem policii. Od roku 2015 si v Jihoafrické republice odpykává 35letý trest odnětí svobody za různé trestné činy.</p>",https://cs.wikipedia.org/wiki/Radovan_Krej%C4%8D%C3%AD%C5%99,2,NA,57,6098.5,49.72,18.59111111
Radovan Krejčíř,Johannesburg,"<p><b>Radovan Krejčíř</b> je český podnikatel odsouzený za trestnou činnost, známý svým útěkem policii. Od roku 2015 si v Jihoafrické republice odpykává 35letý trest odnětí svobody za různé trestné činy.</p>",https://cs.wikipedia.org/wiki/Radovan_Krej%C4%8D%C3%AD%C5%99,2,NA,58,6098.5,-26.20436111,28.04163889
Radovan Krejčíř,Seychely,"<p><b>Radovan Krejčíř</b> je český podnikatel odsouzený za trestnou činnost, známý svým útěkem policii. Od roku 2015 si v Jihoafrické republice odpykává 35letý trest odnětí svobody za různé trestné činy.</p>",https://cs.wikipedia.org/wiki/Radovan_Krej%C4%8D%C3%AD%C5%99,2,NA,59,6098.5,-7.1,52.766667
Radovan Krejčíř,Vysoká škola báňská – Technická univerzita Ostrava,"<p><b>Radovan Krejčíř</b> je český podnikatel odsouzený za trestnou činnost, známý svým útěkem policii. Od roku 2015 si v Jihoafrické republice odpykává 35letý trest odnětí svobody za různé trestné činy.</p>",https://cs.wikipedia.org/wiki/Radovan_Krej%C4%8D%C3%AD%C5%99,2,NA,60,6098.5,49.8333,18.164
Vojtěch Dyk,Letná,"<p><b>Vojtěch Dyk</b> je český herec a hudebník. Je synem literárního historika a spisovatele PhDr. Radko Pytlíka, CSc., a Věry Dykové, majitelky nakladatelství Emporius. Ke zpěvu se dostal přes chlapecký sbor Pueri gaudentes. Zpíval v kapelách Davidoff a T.O.P. Dream Company. Je především znám jako frontman hudební kapely Nightwork a její tříčlenné podskupiny Tros Discotequos. Představil se též jako zpěvák brněnské swingové formace B-Side Band.</p>",https://cs.wikipedia.org/wiki/Vojt%C4%9Bch_Dyk,2,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Wilsonov_%2806%29.jpg/320px-Wilsonov_%2806%29.jpg,61,6093.5,50.0957,14.4165
Alois Jirásek,Hronov,"<p><b>Alois Jirásek</b> byl český prozaik, dramatik a politik, autor řady historických románů a představitel realismu. Celý život pracoval jako učitel dějepisu na gymnáziu, nejprve v Litomyšli a poté v Praze. Přátelil se s mnoha vynikajícími osobnostmi českého národa – například s M. Alšem, J. V. Sládkem, K. V. Raisem, J. S. Macharem či Z. Nejedlým. Navštěvoval i umělecký kroužek v Kavárně Union na Národní třídě čp. 524/I, kde se scházeli Mikoláš Aleš, Josef Václav Myslbek, František Ženíšek, Antonín Wiehl a další. Působil jako redaktor časopisu Zvon. Byl zastáncem samostatnosti českého a slovenského národa a jako jeden z prvních podepsal Manifest českých spisovatelů.</p>",https://cs.wikipedia.org/wiki/Alois_Jir%C3%A1sek,2,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Jan_Vil%C3%ADmek_-_Alois_Jir%C3%A1sek.jpg/254px-Jan_Vil%C3%ADmek_-_Alois_Jir%C3%A1sek.jpg,62,6075,50.47971691,16.1823931
Emil Zátopek,Kopřivnice,"<p><b>Emil Zátopek</b>, řečený „Ťopek“, byl československý atlet, čtyřnásobný olympijský vítěz ve vytrvalostním běhu, manžel atletky Dany Zátopkové.</p>",https://cs.wikipedia.org/wiki/Emil_Z%C3%A1topek,2,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Fotothek_df_roe-neg_0006305_003_Emil_Z%C3%A1topek.jpg/206px-Fotothek_df_roe-neg_0006305_003_Emil_Z%C3%A1topek.jpg,63,5981,49.59946103,18.14483328
Josef Kajetán Tyl,Kutná Hora,"<p><b>Josef Kajetán Tyl</b> byl český dramatik, režisér, herec, překladatel, divadelní kritik, spisovatel a novinář.</p>",https://cs.wikipedia.org/wiki/Josef_Kajet%C3%A1n_Tyl,2,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Jan_Vil%C3%ADmek_-_Josef_Kajet%C3%A1n_Tyl.jpg/242px-Jan_Vil%C3%ADmek_-_Josef_Kajet%C3%A1n_Tyl.jpg,64,5962,49.94844497,15.26822589
František Palacký,Hodslavice,"<p><b>František Palacký</b> byl český historik, politik, spisovatel a organizátor veřejného kulturního a vědeckého života v soudobé Praze. Je považován za zakladatele moderního českého dějepisectví, má přezdívku <i>Otec národa.</i></p>",https://cs.wikipedia.org/wiki/Franti%C5%A1ek_Palack%C3%BD,2,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Jan_Vil%C3%ADmek_-_Franti%C5%A1ek_Palack%C3%BD_2.jpg/244px-Jan_Vil%C3%ADmek_-_Franti%C5%A1ek_Palack%C3%BD_2.jpg,65,5953,49.53855447,18.02370358
