label,place,extract,url,size,image,sortkey,views,latitude,longitude
Michal David,Křeslice,"<p><b>Michal David</b>, vlastním jménem <b>Vladimír Štancl</b>, je český zpěvák, skladatel a hudební podnikatel. Pochází z cirkusové rodiny Kludských, jeho matka Edita Štanclová rozená Kludská je bývalá mimka, teta Dagmar Kludská je v současné době spisovatelka a kartářka. Je rovněž příbuzný rodiny Kočkových, která provozuje pouťové atrakce a kolotoče.</p>",https://cs.wikipedia.org/wiki/Michal_David,2,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/M_David_2013.JPG/232px-M_David_2013.JPG,66,5854,50.0231,14.5647
Bolek Polívka,Vizovice,"<p><b>Boleslav Polívka</b> je moravský herec, mim, dramatik a scenárista. Vystudoval brněnskou JAMU a od roku 1972 působil v divadle Husa na provázku. V roce 1993 si v Brně založil vlastní Divadlo Bolka Polívky. Ztvárnil řadu divadelních, filmových a televizních rolí.</p>",https://cs.wikipedia.org/wiki/Bolek_Pol%C3%ADvka,2,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Bolek_Pol%C3%ADvka_Praha_2019.jpg/278px-Bolek_Pol%C3%ADvka_Praha_2019.jpg,67,5774.5,49.22286837,17.85455798
Waldemar Matuška,Košice,"<p><b>Waldemar Matuška</b> byl československý zpěvák, herec a muzikant. Jeho dlouholetou manželkou byla zpěvačka Olga Blechová.</p>",https://cs.wikipedia.org/wiki/Waldemar_Matu%C5%A1ka,2,NA,68,5752,48.71666667,21.25
Jakub Prachař,La Fabrika,"<p><b>Jakub Prachař</b> je český herec, hudebník a moderátor. Je synem uměleckého páru, herečky Dany Batulkové a herce Davida Prachaře. Byl také členem a spoluzakladatelem populární hudební kapely Nightwork.</p>",https://cs.wikipedia.org/wiki/Jakub_Pracha%C5%99,2,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Jakub_Praha%C5%99_v_%C4%8Cesko_Slovensko_m%C3%A1_talent_2019.png/308px-Jakub_Praha%C5%99_v_%C4%8Cesko_Slovensko_m%C3%A1_talent_2019.png,69,5729.5,50.103731,14.450139
Václav Klaus mladší,Přírodovědecká fakulta Univerzity Karlovy,"<p><b>Václav Klaus</b> je český politik a bývalý ředitel soukromého gymnázia PORG. Byl členem Občanské demokratické strany, již opustil nejprve v roce 2009, pak se do ní vrátil a v březnu 2019 byl vyloučen. Následně založil nové politické uskupení – Trikolóra hnutí občanů, od září 2019 je jejím předsedou. Poslanecký mandát získal v roce 2017 jako člen ODS, následně si jej rozhodl ponechat.</p>",https://cs.wikipedia.org/wiki/V%C3%A1clav_Klaus_mlad%C5%A1%C3%AD,2,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Konference_-_M%C3%A9dia_a_moc_-_2.3.2017_-_V%C3%A1clav_Klaus_ml.png/320px-Konference_-_M%C3%A9dia_a_moc_-_2.3.2017_-_V%C3%A1clav_Klaus_ml.png,70,5609.5,50.068912,14.4223501
Helena Vondráčková,Řitka,"<p><b>Helena Vondráčková</b> je česká zpěvačka a herečka, sestra herce a zpěváka Jiřího Vondráčka a teta zpěvačky a herečky Lucie Vondráčkové.</p>",https://cs.wikipedia.org/wiki/Helena_Vondr%C3%A1%C4%8Dkov%C3%A1,2,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Helena_Vondrackova_2_%28cropped%29.JPG/320px-Helena_Vondrackova_2_%28cropped%29.JPG,71,5593.5,49.89459379,14.29929396
Karel Kryl,Kroměříž,"<p><b>Karel Kryl</b> byl československý písničkář a básník, hlavní představitel československého protikomunistického protestsongu v letech 1963–1989. Mnohé jeho písně zlidověly a staly se z nich symboly boje proti totalitní moci. Po roce 1989 dále v rozhovorech pro média a ve své tvorbě nesmlouvavě kritizoval dění ve společnosti. Psal si vlastní hudbu i texty, v jeho repertoáru byly jak satirické nebo vážné písně reflektující společnost, tak poetické a melancholické balady. Někdy se mu přezdívá „básník s kytarou“.</p>",https://cs.wikipedia.org/wiki/Karel_Kryl,2,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Karel_Kryl_memorial_plaque.jpg/176px-Karel_Kryl_memorial_plaque.jpg,72,5562,49.29785997,17.39313486
Přemek Forejt,Entrée Restaurant,"<p><b>Přemek Forejt</b>, vlastním jménem <b>Přemysl Forejt</b> je český šéfkuchař olomoucké restaurace Entrée, gastronom a porotce v pořadu <i>MasterChef Česko</i> na televizi Nova.</p>",https://cs.wikipedia.org/wiki/P%C5%99emek_Forejt,2,NA,73,5526,49.5893846,17.2780951
Jaromír Soukup,Mariánské Lázně,"<p><b>Jaromír Soukup</b> je český podnikatel, miliardář, mediální magnát, moderátor a politický aktivista.</p>",https://cs.wikipedia.org/wiki/Jarom%C3%ADr_Soukup,2,NA,74,5506.5,49.96470389,12.7012497
Tereza Ramba,Pražská konzervatoř,"<p><b>Tereza Ramba</b>, rozená <b>Voříšková</b>, je česká filmová a divadelní herečka, která ztvárnila přes třicet filmových a seriálových rolí české i zahraniční produkce.</p>",https://cs.wikipedia.org/wiki/Tereza_Ramba,2,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Tereza_Ramba_%282020%29_III.jpg/216px-Tereza_Ramba_%282020%29_III.jpg,75,5503,50.0906,14.4158
Karel Schwarzenberg,Dřevíč (zámek),"<p><b>Karel Schwarzenberg</b>, dle rodové tradice <b>Karel VII. ze Schwarzenbergu</b>, v německojazyčném prostředí také <i>Karl Fürst zu Schwarzenberg</i>, celým jménem <i>Karel Jan Nepomuk Josef Norbert Bedřich Antonín Vratislav Menas kníže ze Schwarzenbergu</i>, je český politik, čestný předseda TOP 09, poslanec, bývalý senátor, exministr zahraničí, bývalý místopředseda Nečasovy vlády, kancléř prezidenta Václava Havla a kandidát TOP 09 v prezidentské volbě v roce 2013.</p>",https://cs.wikipedia.org/wiki/Karel_Schwarzenberg,2,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Karel_Schwarzenberg_2019.jpg/204px-Karel_Schwarzenberg_2019.jpg,76,5491,50.021237,13.982883
Jaroslav Hašek,Reálné gymnázium v Ječné,"<p><b>Jaroslav Hašek</b> byl český spisovatel, publicista a novinář, autor druhé nejpřekládanější knihy české literatury, proslulých <i>Osudů dobrého vojáka Švejka za světové války</i>.</p>",https://cs.wikipedia.org/wiki/Jaroslav_Ha%C5%A1ek,2,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Jaroslav_Ha%C5%A1ek.gif/256px-Jaroslav_Ha%C5%A1ek.gif,77,5482.5,50.0754308,14.4260106
Josef Čapek,Académie Colarossi,"<p><b>Josef Čapek</b> byl český malíř, grafik, knižní ilustrátor a spisovatel. Byl starším bratrem spisovatele Karla Čapka (1890–1938).</p>",https://cs.wikipedia.org/wiki/Josef_%C4%8Capek,2,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Josef_Capek_1937.jpg/228px-Josef_Capek_1937.jpg,78,5450,48.84222222,2.33083333
Josef Čapek,Hronov,"<p><b>Josef Čapek</b> byl český malíř, grafik, knižní ilustrátor a spisovatel. Byl starším bratrem spisovatele Karla Čapka (1890–1938).</p>",https://cs.wikipedia.org/wiki/Josef_%C4%8Capek,2,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Josef_Capek_1937.jpg/228px-Josef_Capek_1937.jpg,79,5450,50.47954620065358,16.182480178896352
Ondřej Vetchý,Jihlava,<p><b>Ondřej Vetchý</b> je český herec.</p>,https://cs.wikipedia.org/wiki/Ond%C5%99ej_Vetch%C3%BD,2,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Vetchy_2014.jpg/294px-Vetchy_2014.jpg,80,5430,49.40027778,15.59055556
Petra Kvitová,Bílovec,"<p><b>Petra Kvitová</b> je česká tenistka, která do profesionálního tenisu vstoupila v roce 2006. Na okruhu WTA vyhrála sedmadvacet turnajů ve dvouhře žen. V rámci okruhu ITF zvítězila na sedmi singlových událostech.</p>",https://cs.wikipedia.org/wiki/Petra_Kvitov%C3%A1,2,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Petra_Kvitov%C3%A1_Birmingham_2018.jpg/197px-Petra_Kvitov%C3%A1_Birmingham_2018.jpg,81,5407,49.75638039,18.01585335
Petra Kvitová,Monte Carlo,"<p><b>Petra Kvitová</b> je česká tenistka, která do profesionálního tenisu vstoupila v roce 2006. Na okruhu WTA vyhrála sedmadvacet turnajů ve dvouhře žen. V rámci okruhu ITF zvítězila na sedmi singlových událostech.</p>",https://cs.wikipedia.org/wiki/Petra_Kvitov%C3%A1,2,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Petra_Kvitov%C3%A1_Birmingham_2018.jpg/197px-Petra_Kvitov%C3%A1_Birmingham_2018.jpg,82,5407,43.738942,7.425237
Milan Kundera,Ecole des Hautes Etudes en Sciences Sociales,"<p><b>Milan Kundera</b> je česko-francouzský spisovatel. Od roku 1975 žije ve Francii, v roce 1979 byl zbaven československého státního občanství, roku 1981 získal občanství francouzské, v roce 2019 mu bylo vráceno občanství české. Své texty psal nejdříve česky, nyní francouzsky. Do literatury vstoupil jako básník a dramatik, nakonec se ale celosvětově proslavil zejména jako prozaik a esejista. Jeho texty patří mezi nejčastěji překládaná česká díla na světě. Po špatných zkušenostech s neautorizovanými překlady svá díla k překladům do češtiny dlouho nesvěřoval, v současnosti je jeho dvorní překladatelkou Anna Kareninová.</p>",https://cs.wikipedia.org/wiki/Milan_Kundera,2,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Milan_Kundera_redux.jpg/317px-Milan_Kundera_redux.jpg,83,5396,48.83607,2.37205
Milan Kundera,Filmová a televizní fakulta AMU,"<p><b>Milan Kundera</b> je česko-francouzský spisovatel. Od roku 1975 žije ve Francii, v roce 1979 byl zbaven československého státního občanství, roku 1981 získal občanství francouzské, v roce 2019 mu bylo vráceno občanství české. Své texty psal nejdříve česky, nyní francouzsky. Do literatury vstoupil jako básník a dramatik, nakonec se ale celosvětově proslavil zejména jako prozaik a esejista. Jeho texty patří mezi nejčastěji překládaná česká díla na světě. Po špatných zkušenostech s neautorizovanými překlady svá díla k překladům do češtiny dlouho nesvěřoval, v současnosti je jeho dvorní překladatelkou Anna Kareninová.</p>",https://cs.wikipedia.org/wiki/Milan_Kundera,2,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Milan_Kundera_redux.jpg/317px-Milan_Kundera_redux.jpg,84,5396,50.08166667,14.41333333
Milan Kundera,Paris,"<p><b>Milan Kundera</b> je česko-francouzský spisovatel. Od roku 1975 žije ve Francii, v roce 1979 byl zbaven československého státního občanství, roku 1981 získal občanství francouzské, v roce 2019 mu bylo vráceno občanství české. Své texty psal nejdříve česky, nyní francouzsky. Do literatury vstoupil jako básník a dramatik, nakonec se ale celosvětově proslavil zejména jako prozaik a esejista. Jeho texty patří mezi nejčastěji překládaná česká díla na světě. Po špatných zkušenostech s neautorizovanými překlady svá díla k překladům do češtiny dlouho nesvěřoval, v současnosti je jeho dvorní překladatelkou Anna Kareninová.</p>",https://cs.wikipedia.org/wiki/Milan_Kundera,2,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Milan_Kundera_redux.jpg/317px-Milan_Kundera_redux.jpg,85,5396,48.85694444,2.35138889
Milan Kundera,Purkyňova (Brno),"<p><b>Milan Kundera</b> je česko-francouzský spisovatel. Od roku 1975 žije ve Francii, v roce 1979 byl zbaven československého státního občanství, roku 1981 získal občanství francouzské, v roce 2019 mu bylo vráceno občanství české. Své texty psal nejdříve česky, nyní francouzsky. Do literatury vstoupil jako básník a dramatik, nakonec se ale celosvětově proslavil zejména jako prozaik a esejista. Jeho texty patří mezi nejčastěji překládaná česká díla na světě. Po špatných zkušenostech s neautorizovanými překlady svá díla k překladům do češtiny dlouho nesvěřoval, v současnosti je jeho dvorní překladatelkou Anna Kareninová.</p>",https://cs.wikipedia.org/wiki/Milan_Kundera,2,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Milan_Kundera_redux.jpg/317px-Milan_Kundera_redux.jpg,86,5396,49.22512788,16.58280173
Milan Kundera,Rennes,"<p><b>Milan Kundera</b> je česko-francouzský spisovatel. Od roku 1975 žije ve Francii, v roce 1979 byl zbaven československého státního občanství, roku 1981 získal občanství francouzské, v roce 2019 mu bylo vráceno občanství české. Své texty psal nejdříve česky, nyní francouzsky. Do literatury vstoupil jako básník a dramatik, nakonec se ale celosvětově proslavil zejména jako prozaik a esejista. Jeho texty patří mezi nejčastěji překládaná česká díla na světě. Po špatných zkušenostech s neautorizovanými překlady svá díla k překladům do češtiny dlouho nesvěřoval, v současnosti je jeho dvorní překladatelkou Anna Kareninová.</p>",https://cs.wikipedia.org/wiki/Milan_Kundera,2,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Milan_Kundera_redux.jpg/317px-Milan_Kundera_redux.jpg,87,5396,48.11416667,-1.68083333
Vladimír Menšík,Ivančice,"<p><b>Vladimír Menšík</b> byl český herec, moderátor, lidový vypravěč a bavič, držitel ocenění národní umělec, otec herečky a moderátorky Martiny Menšíkové. V divadle hrál jen velmi málo – většinu ze svých 150 rolí ztvárnil ve filmu a televizi.</p>",https://cs.wikipedia.org/wiki/Vladim%C3%ADr_Men%C5%A1%C3%ADk,2,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/La%C4%8Fa.jpg/320px-La%C4%8Fa.jpg,88,5296,49.10147785,16.3775292
Leoš Janáček,Hochschule für Musik und Theater Leipzig,"<p><b>Leoš Janáček</b> byl světově uznávaný český skladatel klasické hudby. Přestože patří do generace české hudební moderny, je jeho styl velmi osobitý a originální. Je ceněn především pro nezvyklou melodiku, vycházející z lidové hudby moravských regionů, zejména Slovácka a Lašska. Ve světě je známý hlavně díky svým operám, kromě jiných kvůli velkému úspěchu opery <i>Její pastorkyňa</i>, uváděné jako <i>Jenůfa</i>. Také jeho orchestrálně-vokální díla <i>Glagolská mše</i>, <i>Sinfonietta</i>, rapsodie <i>Taras Bulba</i> a komorní skladby, především smyčcová kvarteta, si získala velké uznání.</p>",https://cs.wikipedia.org/wiki/Leo%C5%A1_Jan%C3%A1%C4%8Dek,2,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Leo%C5%A1_Jan%C3%A1%C4%8Dek.jpg/226px-Leo%C5%A1_Jan%C3%A1%C4%8Dek.jpg,89,5271,51.3333,12.3681
Leoš Janáček,Hukvaldy,"<p><b>Leoš Janáček</b> byl světově uznávaný český skladatel klasické hudby. Přestože patří do generace české hudební moderny, je jeho styl velmi osobitý a originální. Je ceněn především pro nezvyklou melodiku, vycházející z lidové hudby moravských regionů, zejména Slovácka a Lašska. Ve světě je známý hlavně díky svým operám, kromě jiných kvůli velkému úspěchu opery <i>Její pastorkyňa</i>, uváděné jako <i>Jenůfa</i>. Také jeho orchestrálně-vokální díla <i>Glagolská mše</i>, <i>Sinfonietta</i>, rapsodie <i>Taras Bulba</i> a komorní skladby, především smyčcová kvarteta, si získala velké uznání.</p>",https://cs.wikipedia.org/wiki/Leo%C5%A1_Jan%C3%A1%C4%8Dek,2,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Leo%C5%A1_Jan%C3%A1%C4%8Dek.jpg/226px-Leo%C5%A1_Jan%C3%A1%C4%8Dek.jpg,90,5271,49.62379618,18.22192214
Václav II.,Kutnohorská mincovna,<p><b>Václav II.</b> byl šestý český a první polský král z rodu Přemyslovců. Byl synem českého krále Přemysla Otakara II. a jeho druhé manželky Kunhuty.</p>,https://cs.wikipedia.org/wiki/V%C3%A1clav_II.,2,https://upload.wikimedia.org/wikipedia/commons/c/c1/Vaclav2Zbraslkron.jpg,91,5238,49.948333,15.268611
Emma Smetana,FU Berlin,"<p><b>Emma Smetana</b> je česká herečka, muzikantka, novinářka, moderátorka zpráv a vystudovaná politoložka. Má dvojí občanství, české a francouzské. V českých dokladech má příjmení „Smetanová“, ve francouzských se jmenuje po otci „Smetana“. V Česku žije od roku 2011, s výjimkou úřadů používá nepřechýlenou verzi svého příjmení, na kterou si během života ve Francii, Belgii a Německu zvykla.</p>",https://cs.wikipedia.org/wiki/Emma_Smetana,2,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Emma_Smetana_2013.JPG/320px-Emma_Smetana_2013.JPG,92,5194.5,52.45305556,13.29055556
Emma Smetana,Institut d'études politiques de Paris,"<p><b>Emma Smetana</b> je česká herečka, muzikantka, novinářka, moderátorka zpráv a vystudovaná politoložka. Má dvojí občanství, české a francouzské. V českých dokladech má příjmení „Smetanová“, ve francouzských se jmenuje po otci „Smetana“. V Česku žije od roku 2011, s výjimkou úřadů používá nepřechýlenou verzi svého příjmení, na kterou si během života ve Francii, Belgii a Německu zvykla.</p>",https://cs.wikipedia.org/wiki/Emma_Smetana,2,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Emma_Smetana_2013.JPG/320px-Emma_Smetana_2013.JPG,93,5194.5,48.85412751730792,2.3280033548881245
David Prachař,Činohra Národního divadla,"<p><b>David Prachař</b> je český herec, dabér, syn českého herce Ilji Prachaře a také otec herce, zpěváka a moderátora Jakuba Prachaře.</p>",https://cs.wikipedia.org/wiki/David_Pracha%C5%99,2,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/David_Prachar.jpg/320px-David_Prachar.jpg,94,5188,50.0809,14.4138
Viktor Dyk,Pšovka,"<p><b>Viktor Dyk</b> byl český básník, prozaik, dramatik, publicista a nacionalistický politik, v mládí jeden z představitelů tzv. generace anarchistických buřičů, později nacionalisticky orientovaný autor. Za 1. světové války byl členem domácího odboje a byl také signatářem <i>Manifestu českých spisovatelů</i>. Mezi jeho nejznámější literární díla patří např. novela <i>Krysař</i>, drama <i>Zmoudření Dona Quijota</i> či básnická sbírka <i>Devátá vlna</i>.</p>",https://cs.wikipedia.org/wiki/Viktor_Dyk,2,https://upload.wikimedia.org/wikipedia/commons/1/11/Viktor_Dyk.jpg,95,5183,50.3628,14.4677
Jiří Kajínek,Prachovice,"<p><b>Jiří Kajínek</b> je český recidivista a televizní celebrita. V roce 1998 byl odsouzen za dvojnásobnou nájemnou vraždu a jeden pokus vraždy k doživotnímu trestu odnětí svobody. Z vězení se mu podařilo několikrát uprchnout. Jeho případ se stal všeobecně známým, byl podle něho natočen film <i>Kajínek</i> a probíhala veřejná diskuse, zda byl odsouzen právem. Dne 23. května 2017 mu prezident republiky Miloš Zeman udělil milost, což vedlo k jeho propuštění na svobodu.</p>",https://cs.wikipedia.org/wiki/Ji%C5%99%C3%AD_Kaj%C3%ADnek,2,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Kajinek_bystrc.png/292px-Kajinek_bystrc.png,96,5163.5,49.89384304,15.62877352
Jiří Kajínek,Věznice Mírov,"<p><b>Jiří Kajínek</b> je český recidivista a televizní celebrita. V roce 1998 byl odsouzen za dvojnásobnou nájemnou vraždu a jeden pokus vraždy k doživotnímu trestu odnětí svobody. Z vězení se mu podařilo několikrát uprchnout. Jeho případ se stal všeobecně známým, byl podle něho natočen film <i>Kajínek</i> a probíhala veřejná diskuse, zda byl odsouzen právem. Dne 23. května 2017 mu prezident republiky Miloš Zeman udělil milost, což vedlo k jeho propuštění na svobodu.</p>",https://cs.wikipedia.org/wiki/Ji%C5%99%C3%AD_Kaj%C3%ADnek,2,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Kajinek_bystrc.png/292px-Kajinek_bystrc.png,97,5163.5,49.795794,16.845607
Nik Tendo,Pardubice,"<p><b>Nik Tendo</b>, vlastním jménem <b>Dominik Citta</b> je český rapper zabývající se hudební tvorbou.</p>",https://cs.wikipedia.org/wiki/Nik_Tendo,2,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Nik_Tendo.png/320px-Nik_Tendo.png,98,5132,50.03861,15.77916
Lucie Vondráčková,Divadlo Rokoko,"<p><b>Lucie Vondráčková</b> je česká zpěvačka, herečka, dabérka a textařka.</p>",https://cs.wikipedia.org/wiki/Lucie_Vondr%C3%A1%C4%8Dkov%C3%A1,2,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Lucie_Vondr%C3%A1%C4%8Dkov%C3%A1_2015_%282%29.JPG/320px-Lucie_Vondr%C3%A1%C4%8Dkov%C3%A1_2015_%282%29.JPG,99,5116,50.0811826,14.4172938
Miroslav Kalousek,Tábor,"<p><b>Miroslav Kalousek</b> je český politik, spoluzakladatel a bývalý předseda TOP 09. V letech 1998–2010 byl poslancem Parlamentu České republiky za KDU-ČSL, v období 2003–2006 byl předsedou strany. V letech 2007–2009 byl ministrem financí druhé Topolánkovy vlády. V červnu 2009 z KDU-ČSL odešel, založil novou politickou stranu TOP 09 a stal se jejím prvním místopředsedou. Po volebním úspěchu v květnových parlamentních volbách 2010 zastával do roku 2013 úřad ministra financí ve vládě Petra Nečase. Od listopadu 2013 do prosince 2015 byl předsedou Poslaneckého klubu TOP 09 a Starostové a v letech 2017 až 2021 předsedal samostatnému Poslaneckému klubu TOP 09. Po sněmovních volbách v roce 2017 jej ve funkci předsedy strany nahradil Jiří Pospíšil. Na poslanecký mandát rezignoval v lednu 2021 v souvislosti s nadcházející volební kampaní, když předem odmítl opět kandidovat do dolní komory.</p>",https://cs.wikipedia.org/wiki/Miroslav_Kalousek,2,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Miroslav_Kalousek_2019.jpg/196px-Miroslav_Kalousek_2019.jpg,100,5076,49.41448534,14.65783597
Jaromír Nohavica,Ostrava,"<p><b>Jaromír Nohavica</b> je český folkový písničkář, textař, libretista, osobitý zpěvák, skladatel a kytarista. Hraje také na heligonku.</p>",https://cs.wikipedia.org/wiki/Jarom%C3%ADr_Nohavica,2,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Jarom%C3%ADr_Nohavica_concert_Bielsko-Biala_02.jpg/304px-Jarom%C3%ADr_Nohavica_concert_Bielsko-Biala_02.jpg,101,5037,49.83555556,18.2925
Ewa Farna,Třinec,"<p><b>Ewa Farna</b>, občanským jménem <b>Ewa Chobot</b>, je polsko-česká zpěvačka interpretující písně v češtině a polštině, která pochází z české části Těšínska. Působí v oblasti populární a rockové hudby. Za svou kariéru získala řadu českých i polských ocenění.</p>",https://cs.wikipedia.org/wiki/Ewa_Farna,2,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Ewa_Farna_%E2%80%93_Ciz%C3%AD_ze%C4%8F.png/320px-Ewa_Farna_%E2%80%93_Ciz%C3%AD_ze%C4%8F.png,102,5030,49.67760931,18.67081477
Karel Šíp,Česká televize,"<p><b>Karel Šíp</b>, vlastním jménem <b>Karel Jan Feuerfeil</b> je český baskytarista, moderátor, humorista, scenárista a písňový textař.</p>",https://cs.wikipedia.org/wiki/Karel_%C5%A0%C3%ADp,2,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Karel_%C5%A0%C3%ADp.jpg/213px-Karel_%C5%A0%C3%ADp.jpg,103,5020,50.050424373044166,14.426303432204108
Tomáš Holý,"Petra Rezka, Nusle",<p><b>Tomáš Holý</b> byl český dětský herec. Byl nejznámější českou dětskou filmovou hvězdou své doby. Na filmovém festivalu v Monte-Carlu v roce 1979 jej porota nazvala nejlepším dětským hercem od dob Shirley Temple Blackové.</p>,https://cs.wikipedia.org/wiki/Tom%C3%A1%C5%A1_Hol%C3%BD,2,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Tom%C3%A1%C5%A1_Hol%C3%BD_a_Alton_%C4%8Dekaj%C3%AD_na_sv%C5%AFj_z%C3%A1b%C4%9Br.jpg/227px-Tom%C3%A1%C5%A1_Hol%C3%BD_a_Alton_%C4%8Dekaj%C3%AD_na_sv%C5%AFj_z%C3%A1b%C4%9Br.jpg,104,4991,50.0614034,14.4274077
Lída Baarová,Pražská konzervatoř,"<p><b>Lída Baarová</b>, rozená <b>Ludmila Babková</b>, provdaná <b>Ludmila Kopecká</b> a <b>Ludmila Lundwallová</b>, byla česká herečka. Před rokem 1945 rozvíjela svou filmovou kariéru s úspěchem nejen v Československu, ale také v Německu a Itálii. V emigraci po roce 1948 účinkovala také v italských a španělských filmech. Kontroverzním tématem, které Baarovou provázelo až do její smrti, byl její milostný vztah s říšským ministrem propagandy Josephem Goebbelsem.</p>",https://cs.wikipedia.org/wiki/L%C3%ADda_Baarov%C3%A1,2,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/L%C3%ADda_Baarov%C3%A1_%281914-2000%29.jpg/260px-L%C3%ADda_Baarov%C3%A1_%281914-2000%29.jpg,105,4961,50.08988066475643,14.41579663044233
Vladimír Dlouhý (herec),Divadlo na Vinohradech,"<p><b>Vladimír Dlouhý</b> byl český herec, držitel dvou Českých lvů za nejlepší výkon ve vedlejší roli a bratr herce Michala Dlouhého.</p>",https://cs.wikipedia.org/wiki/Vladim%C3%ADr_Dlouh%C3%BD_(herec),2,NA,106,4923,50.07611,14.43694
Gabriela Koukalová,Jablonec nad Nisou,"<p><b>Gabriela Koukalová</b>, rozená <b>Soukalová</b> je bývalá česká reprezentantka v biatlonu, celková vítězka Světového poháru v biatlonu 2015/16, dvojnásobná stříbrná medailistka ze Zimních olympijských her 2014, mistryně světa ve sprintu, stříbrná z vytrvalostního závodu a bronzová ve stíhacím závodu z Hochfilzenu 2017, světová šampionka ve smíšené štafetě a držitelka stříbrného kovu z vytrvalostního závodu v Kontiolahti 2015.</p>",https://cs.wikipedia.org/wiki/Gabriela_Koukalov%C3%A1,2,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/20101217_Gabriela_Soukalova_1.jpg/213px-20101217_Gabriela_Soukalova_1.jpg,107,4850,50.72777778,15.17
Karel Roden,České Budějovice,<p><b>Karel Roden</b> je český herec.</p>,https://cs.wikipedia.org/wiki/Karel_Roden,2,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Karel_Roden.jpg/225px-Karel_Roden.jpg,108,4808,48.97472222,14.47472222
Adam Vojtěch,České Budějovice,"<p><b>Adam Vojtěch</b> je český politik a právník, bývalý zpěvák a hudební skladatel, od prosince 2017 do září 2020 ministr zdravotnictví ČR v první a poté i druhé Babišově vládě, od října 2017 poslanec Poslanecké sněmovny PČR, od roku 2016 člen správní rady Všeobecné zdravotní pojišťovny ČR, nestraník za hnutí ANO 2011.</p>",https://cs.wikipedia.org/wiki/Adam_Vojt%C4%9Bch,2,https://upload.wikimedia.org/wikipedia/commons/2/2a/Adam_Vojt%C4%9Bch.jpg,109,4801,48.9741640823792,14.474038985956927
Libuše Šafránková,Činoherní klub,"<p><b>Libuše Šafránková</b> je česká filmová, televizní a divadelní herečka, manželka herce Josefa Abrháma a starší sestra herečky Miroslavy Šafránkové. Jedná se o herečku, pro niž je charakteristický jemný dívčí vzhled i kultivovaný herecký projev. V roce 2008 vyhrála anketu České televize „Hvězda mého srdce“ o nejoblíbenější herce a herečku. V roce 2015 jí byla udělena prezidentem republiky medaile Za zásluhy I. stupně.</p>",https://cs.wikipedia.org/wiki/Libu%C5%A1e_%C5%A0afr%C3%A1nkov%C3%A1,2,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Libu%C5%A1e_%C5%A0afr%C3%A1nkov%C3%A1.jpg/249px-Libu%C5%A1e_%C5%A0afr%C3%A1nkov%C3%A1.jpg,110,4690.5,50.0792981,14.4186596
Miloš Forman,Čáslav,"<p><b>Miloš Forman</b>, původně <b>Jan Tomáš Forman</b>, byl česko-americký režisér, scenárista a herec. Byl držitelem dvou Oscarů za nejlepší režii, tří Zlatých glóbů a ceny BAFTA ve stejné kategorii.</p>",https://cs.wikipedia.org/wiki/Milo%C5%A1_Forman,2,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Milos_Forman.jpg/320px-Milos_Forman.jpg,111,4677.5,49.91104501,15.38977706
